fiscal_month,product_code,product_name,variant,gross_price_per_item,total_gross_price
12,A2118150104,AQ Master wired x1 Ms,Plus 2,5.0459,4112.41
1,A2118150105,AQ Master wired x1 Ms,Premium 1,4.6904,3958.7
2,A2118150105,AQ Master wired x1 Ms,Premium 1,4.6904,2814.24
4,A2118150105,AQ Master wired x1 Ms,Premium 1,4.6904,5267.32
5,A2118150105,AQ Master wired x1 Ms,Premium 1,4.6904,4075.96
6,A2118150105,AQ Master wired x1 Ms,Premium 1,4.6904,4516.86
8,A2118150105,AQ Master wired x1 Ms,Premium 1,4.6904,1697.92
9,A2118150105,AQ Master wired x1 Ms,Premium 1,4.6904,1599.43
10,A2118150105,AQ Master wired x1 Ms,Premium 1,4.6904,3034.69
12,A2118150105,AQ Master wired x1 Ms,Premium 1,4.6904,3090.97
1,A2118150106,AQ Master wired x1 Ms,Premium 2,5.2542,4959.96
2,A2118150106,AQ Master wired x1 Ms,Premium 2,5.2542,4518.61
4,A2118150106,AQ Master wired x1 Ms,Premium 2,5.2542,3935.4
5,A2118150106,AQ Master wired x1 Ms,Premium 2,5.2542,3399.47
6,A2118150106,AQ Master wired x1 Ms,Premium 2,5.2542,1965.07
8,A2118150106,AQ Master wired x1 Ms,Premium 2,5.2542,4938.95
9,A2118150106,AQ Master wired x1 Ms,Premium 2,5.2542,646.27
10,A2118150106,AQ Master wired x1 Ms,Premium 2,5.2542,3683.19
12,A2118150106,AQ Master wired x1 Ms,Premium 2,5.2542,4308.44
1,A2218150201,AQ Master wireless x1 Ms,Standard 1,5.4383,701.54
2,A2218150201,AQ Master wireless x1 Ms,Standard 1,5.4383,2001.29
4,A2218150201,AQ Master wireless x1 Ms,Standard 1,5.4383,9935.77
5,A2218150201,AQ Master wireless x1 Ms,Standard 1,5.4383,1897.97
6,A2218150201,AQ Master wireless x1 Ms,Standard 1,5.4383,5644.96
8,A2218150201,AQ Master wireless x1 Ms,Standard 1,5.4383,940.83
9,A2218150201,AQ Master wireless x1 Ms,Standard 1,5.4383,5226.21
10,A2218150201,AQ Master wireless x1 Ms,Standard 1,5.4383,2452.67
12,A2218150201,AQ Master wireless x1 Ms,Standard 1,5.4383,2691.96
1,A2218150202,AQ Master wireless x1 Ms,Standard 2,6.4054,1396.38
2,A2218150202,AQ Master wireless x1 Ms,Standard 2,6.4054,3740.75
4,A2218150202,AQ Master wireless x1 Ms,Standard 2,6.4054,4099.46
5,A2218150202,AQ Master wireless x1 Ms,Standard 2,6.4054,4823.27
6,A2218150202,AQ Master wireless x1 Ms,Standard 2,6.4054,5713.62
8,A2218150202,AQ Master wireless x1 Ms,Standard 2,6.4054,3170.67
9,A2218150202,AQ Master wireless x1 Ms,Standard 2,6.4054,4221.16
10,A2218150202,AQ Master wireless x1 Ms,Standard 2,6.4054,3093.81
12,A2218150202,AQ Master wireless x1 Ms,Standard 2,6.4054,2235.48
1,A2219150203,AQ Master wireless x1 Ms,Plus 1,6.7301,4616.85
2,A2219150203,AQ Master wireless x1 Ms,Plus 1,6.7301,5498.49
4,A2219150203,AQ Master wireless x1 Ms,Plus 1,6.7301,8971.22
5,A2219150203,AQ Master wireless x1 Ms,Plus 1,6.7301,1790.21
6,A2219150203,AQ Master wireless x1 Ms,Plus 1,6.7301,1803.67
8,A2219150203,AQ Master wireless x1 Ms,Plus 1,6.7301,6258.99
9,A2219150203,AQ Master wireless x1 Ms,Plus 1,6.7301,5794.62
10,A2219150203,AQ Master wireless x1 Ms,Plus 1,6.7301,5289.86
12,A2219150203,AQ Master wireless x1 Ms,Plus 1,6.7301,6481.09
1,A2219150204,AQ Master wireless x1 Ms,Plus 2,7.3526,5507.1
2,A2219150204,AQ Master wireless x1 Ms,Plus 2,7.3526,7198.2
4,A2219150204,AQ Master wireless x1 Ms,Plus 2,7.3526,13543.49
5,A2219150204,AQ Master wireless x1 Ms,Plus 2,7.3526,1823.44
6,A2219150204,AQ Master wireless x1 Ms,Plus 2,7.3526,6970.26
8,A2219150204,AQ Master wireless x1 Ms,Plus 2,7.3526,963.19
9,A2219150204,AQ Master wireless x1 Ms,Plus 2,7.3526,6955.56
10,A2219150204,AQ Master wireless x1 Ms,Plus 2,7.3526,2536.65
12,A2219150204,AQ Master wireless x1 Ms,Plus 2,7.3526,6271.77
1,A2219150205,AQ Master wireless x1 Ms,Premium 1,7.9813,7733.88
2,A2219150205,AQ Master wireless x1 Ms,Premium 1,7.9813,7917.45
4,A2219150205,AQ Master wireless x1 Ms,Premium 1,7.9813,12730.17
5,A2219150205,AQ Master wireless x1 Ms,Premium 1,7.9813,1779.83
6,A2219150205,AQ Master wireless x1 Ms,Premium 1,7.9813,8101.02
8,A2219150205,AQ Master wireless x1 Ms,Premium 1,7.9813,5443.25
9,A2219150205,AQ Master wireless x1 Ms,Premium 1,7.9813,3040.88
10,A2219150205,AQ Master wireless x1 Ms,Premium 1,7.9813,5443.25
12,A2219150205,AQ Master wireless x1 Ms,Premium 1,7.9813,1612.22
1,A2219150206,AQ Master wireless x1 Ms,Premium 2,8.3193,4808.56
2,A2219150206,AQ Master wireless x1 Ms,Premium 2,8.3193,2562.34
4,A2219150206,AQ Master wireless x1 Ms,Premium 2,8.3193,3336.04
5,A2219150206,AQ Master wireless x1 Ms,Premium 2,8.3193,2803.6
6,A2219150206,AQ Master wireless x1 Ms,Premium 2,8.3193,3094.78
8,A2219150206,AQ Master wireless x1 Ms,Premium 2,8.3193,2129.74
9,A2219150206,AQ Master wireless x1 Ms,Premium 2,8.3193,6954.93
10,A2219150206,AQ Master wireless x1 Ms,Premium 2,8.3193,3336.04
12,A2219150206,AQ Master wireless x1 Ms,Premium 2,8.3193,3336.04
1,A2319150301,AQ Gamers Ms,Standard 1,8.8044,6735.37
2,A2319150301,AQ Gamers Ms,Standard 1,8.8044,2614.91
4,A2319150301,AQ Gamers Ms,Standard 1,8.8044,13972.58
5,A2319150301,AQ Gamers Ms,Standard 1,8.8044,8901.25
6,A2319150301,AQ Gamers Ms,Standard 1,8.8044,6101.45
8,A2319150301,AQ Gamers Ms,Standard 1,8.8044,4472.64
9,A2319150301,AQ Gamers Ms,Standard 1,8.8044,1100.55
10,A2319150301,AQ Gamers Ms,Standard 1,8.8044,4507.85
12,A2319150301,AQ Gamers Ms,Standard 1,8.8044,2799.8
1,A2319150302,AQ Gamers Ms,Standard 2,8.9901,4827.68
2,A2319150302,AQ Gamers Ms,Standard 2,8.9901,11983.8
4,A2319150302,AQ Gamers Ms,Standard 2,8.9901,11237.63
5,A2319150302,AQ Gamers Ms,Standard 2,8.9901,6284.08
6,A2319150302,AQ Gamers Ms,Standard 2,8.9901,6679.64
8,A2319150302,AQ Gamers Ms,Standard 2,8.9901,3847.76
9,A2319150302,AQ Gamers Ms,Standard 2,8.9901,5070.42
10,A2319150302,AQ Gamers Ms,Standard 2,8.9901,9088.99
12,A2319150302,AQ Gamers Ms,Standard 2,8.9901,6338.02
1,A2319150303,AQ Gamers Ms,Plus 1,9.3977,8345.16
2,A2319150303,AQ Gamers Ms,Plus 1,9.3977,8514.32
4,A2319150303,AQ Gamers Ms,Plus 1,9.3977,3204.62
5,A2319150303,AQ Gamers Ms,Plus 1,9.3977,5488.26
6,A2319150303,AQ Gamers Ms,Plus 1,9.3977,6860.32
8,A2319150303,AQ Gamers Ms,Plus 1,9.3977,5413.08
9,A2319150303,AQ Gamers Ms,Plus 1,9.3977,1287.48
10,A2319150303,AQ Gamers Ms,Plus 1,9.3977,2227.25
12,A2319150303,AQ Gamers Ms,Plus 1,9.3977,5488.26
1,A2319150304,AQ Gamers Ms,Plus 2,10.4573,4873.1
2,A2319150304,AQ Gamers Ms,Plus 2,10.4573,12329.16
4,A2319150304,AQ Gamers Ms,Plus 2,10.4573,14953.94
5,A2319150304,AQ Gamers Ms,Plus 2,10.4573,9662.55
6,A2319150304,AQ Gamers Ms,Plus 2,10.4573,10457.3
8,A2319150304,AQ Gamers Ms,Plus 2,10.4573,4831.27
9,A2319150304,AQ Gamers Ms,Plus 2,10.4573,9066.48
10,A2319150304,AQ Gamers Ms,Plus 2,10.4573,3419.54
12,A2319150304,AQ Gamers Ms,Plus 2,10.4573,8658.64
1,A2319150305,AQ Gamers Ms,Premium 1,10.437,5385.49
2,A2319150305,AQ Gamers Ms,Premium 1,10.437,5959.53
4,A2319150305,AQ Gamers Ms,Premium 1,10.437,12618.33
5,A2319150305,AQ Gamers Ms,Premium 1,10.437,7076.29
6,A2319150305,AQ Gamers Ms,Premium 1,10.437,5187.19
8,A2319150305,AQ Gamers Ms,Premium 1,10.437,2671.87
9,A2319150305,AQ Gamers Ms,Premium 1,10.437,1607.3
10,A2319150305,AQ Gamers Ms,Premium 1,10.437,2817.99
12,A2319150305,AQ Gamers Ms,Premium 1,10.437,8443.53
1,A2319150306,AQ Gamers Ms,Premium 2,10.8659,2173.18
2,A2319150306,AQ Gamers Ms,Premium 2,10.8659,8551.46
4,A2319150306,AQ Gamers Ms,Premium 2,10.8659,4226.84
5,A2319150306,AQ Gamers Ms,Premium 2,10.8659,7236.69
6,A2319150306,AQ Gamers Ms,Premium 2,10.8659,6573.87
8,A2319150306,AQ Gamers Ms,Premium 2,10.8659,3933.46
9,A2319150306,AQ Gamers Ms,Premium 2,10.8659,9692.38
10,A2319150306,AQ Gamers Ms,Premium 2,10.8659,2781.67
12,A2319150306,AQ Gamers Ms,Premium 2,10.8659,3183.71
1,A2419150401,AQ Lite Ms,Standard 1,11.4829,2078.4
2,A2419150401,AQ Lite Ms,Standard 1,11.4829,4558.71
4,A2419150401,AQ Lite Ms,Standard 1,11.4829,5890.73
5,A2419150401,AQ Lite Ms,Standard 1,11.4829,11149.9
6,A2419150401,AQ Lite Ms,Standard 1,11.4829,2388.44
8,A2419150401,AQ Lite Ms,Standard 1,11.4829,3387.46
9,A2419150401,AQ Lite Ms,Standard 1,11.4829,1906.16
10,A2419150401,AQ Lite Ms,Standard 1,11.4829,3559.7
12,A2419150401,AQ Lite Ms,Standard 1,11.4829,6040.01
1,A2419150402,AQ Lite Ms,Standard 2,11.2819,2459.45
2,A2419150402,AQ Lite Ms,Standard 2,11.2819,3079.96
4,A2419150402,AQ Lite Ms,Standard 2,11.2819,16731.06
5,A2419150402,AQ Lite Ms,Standard 2,11.2819,3384.57
6,A2419150402,AQ Lite Ms,Standard 2,11.2819,2978.42
8,A2419150402,AQ Lite Ms,Standard 2,11.2819,11563.95
9,A2419150402,AQ Lite Ms,Standard 2,11.2819,6171.2
10,A2419150402,AQ Lite Ms,Standard 2,11.2819,8495.27
12,A2419150402,AQ Lite Ms,Standard 2,11.2819,2211.25
1,A2419150403,AQ Lite Ms,Plus 1,10.8925,3376.68
2,A2419150403,AQ Lite Ms,Plus 1,10.8925,8539.72
4,A2419150403,AQ Lite Ms,Plus 1,10.8925,7744.57
5,A2419150403,AQ Lite Ms,Plus 1,10.8925,9988.42
6,A2419150403,AQ Lite Ms,Plus 1,10.8925,7199.94
8,A2419150403,AQ Lite Ms,Plus 1,10.8925,2853.84
9,A2419150403,AQ Lite Ms,Plus 1,10.8925,7047.45
10,A2419150403,AQ Lite Ms,Plus 1,10.8925,3017.22
12,A2419150403,AQ Lite Ms,Plus 1,10.8925,6361.22
1,A2419150404,AQ Lite Ms,Plus 2,11.6332,1675.18
2,A2419150404,AQ Lite Ms,Plus 2,11.6332,3769.16
4,A2419150404,AQ Lite Ms,Plus 2,11.6332,13762.08
5,A2419150404,AQ Lite Ms,Plus 2,11.6332,11377.27
6,A2419150404,AQ Lite Ms,Plus 2,11.6332,7933.84
8,A2419150404,AQ Lite Ms,Plus 2,11.6332,5223.31
9,A2419150404,AQ Lite Ms,Plus 2,11.6332,7887.31
10,A2419150404,AQ Lite Ms,Plus 2,11.6332,6049.26
12,A2419150404,AQ Lite Ms,Plus 2,11.6332,3245.66
1,A2419150405,AQ Lite Ms,Premium 1,12.7423,6307.44
2,A2419150405,AQ Lite Ms,Premium 1,12.7423,9021.55
4,A2419150405,AQ Lite Ms,Premium 1,12.7423,10779.99
5,A2419150405,AQ Lite Ms,Premium 1,12.7423,1541.82
6,A2419150405,AQ Lite Ms,Premium 1,12.7423,11047.57
8,A2419150405,AQ Lite Ms,Premium 1,12.7423,9493.01
9,A2419150405,AQ Lite Ms,Premium 1,12.7423,12296.32
10,A2419150405,AQ Lite Ms,Premium 1,12.7423,11582.75
12,A2419150405,AQ Lite Ms,Premium 1,12.7423,4345.12
1,A2420150406,AQ Lite Ms,Premium 2,12.2979,3713.97
2,A2420150406,AQ Lite Ms,Premium 2,12.2979,5718.52
4,A2420150406,AQ Lite Ms,Premium 2,12.2979,14499.22
5,A2420150406,AQ Lite Ms,Premium 2,12.2979,10969.73
6,A2420150406,AQ Lite Ms,Premium 2,12.2979,1463.45
8,A2420150406,AQ Lite Ms,Premium 2,12.2979,10465.51
9,A2420150406,AQ Lite Ms,Premium 2,12.2979,1918.47
10,A2420150406,AQ Lite Ms,Premium 2,12.2979,12482.37
12,A2420150406,AQ Lite Ms,Premium 2,12.2979,7907.55
1,A2520150501,AQ Maxima Ms,Standard 1,12.0689,12503.38
2,A2520150501,AQ Maxima Ms,Standard 1,12.0689,6167.21
4,A2520150501,AQ Maxima Ms,Standard 1,12.0689,16449.91
5,A2520150501,AQ Maxima Ms,Standard 1,12.0689,3970.67
6,A2520150501,AQ Maxima Ms,Standard 1,12.0689,8460.3
8,A2520150501,AQ Maxima Ms,Standard 1,12.0689,5672.38
9,A2520150501,AQ Maxima Ms,Standard 1,12.0689,6625.83
10,A2520150501,AQ Maxima Ms,Standard 1,12.0689,2437.92
12,A2520150501,AQ Maxima Ms,Standard 1,12.0689,5503.42
1,A2520150502,AQ Maxima Ms,Standard 2,14.5267,13117.61
2,A2520150502,AQ Maxima Ms,Standard 2,14.5267,11316.3
4,A2520150502,AQ Maxima Ms,Standard 2,14.5267,25566.99
5,A2520150502,AQ Maxima Ms,Standard 2,14.5267,14265.22
6,A2520150502,AQ Maxima Ms,Standard 2,14.5267,8062.32
8,A2520150502,AQ Maxima Ms,Standard 2,14.5267,2963.45
9,A2520150502,AQ Maxima Ms,Standard 2,14.5267,5069.82
10,A2520150502,AQ Maxima Ms,Standard 2,14.5267,1932.05
12,A2520150502,AQ Maxima Ms,Standard 2,14.5267,6406.27
1,A2520150503,AQ Maxima Ms,Plus 1,14.1682,12354.67
2,A2520150503,AQ Maxima Ms,Plus 1,14.1682,11802.11
4,A2520150503,AQ Maxima Ms,Plus 1,14.1682,16916.83
5,A2520150503,AQ Maxima Ms,Plus 1,14.1682,2734.46
6,A2520150503,AQ Maxima Ms,Plus 1,14.1682,4831.36
8,A2520150503,AQ Maxima Ms,Plus 1,14.1682,5327.24
9,A2520150503,AQ Maxima Ms,Plus 1,14.1682,11263.72
10,A2520150503,AQ Maxima Ms,Plus 1,14.1682,1941.04
12,A2520150503,AQ Maxima Ms,Plus 1,14.1682,14380.72
1,A2520150504,AQ Maxima Ms,Plus 2,14.28,10124.52
2,A2520150504,AQ Maxima Ms,Plus 2,14.28,16179.24
4,A2520150504,AQ Maxima Ms,Plus 2,14.28,22662.36
5,A2520150504,AQ Maxima Ms,Plus 2,14.28,6825.84
6,A2520150504,AQ Maxima Ms,Plus 2,14.28,3984.12
8,A2520150504,AQ Maxima Ms,Plus 2,14.28,13009.08
9,A2520150504,AQ Maxima Ms,Plus 2,14.28,7397.04
10,A2520150504,AQ Maxima Ms,Plus 2,14.28,10567.2
12,A2520150504,AQ Maxima Ms,Plus 2,14.28,4812.36
1,A2520150505,AQ Maxima Ms,Premium 1,15.1762,7542.57
2,A2520150505,AQ Maxima Ms,Premium 1,15.1762,11033.1
4,A2520150505,AQ Maxima Ms,Premium 1,15.1762,25678.13
5,A2520150505,AQ Maxima Ms,Premium 1,15.1762,12884.59
6,A2520150505,AQ Maxima Ms,Premium 1,15.1762,6783.76
8,A2520150505,AQ Maxima Ms,Premium 1,15.1762,11958.85
9,A2520150505,AQ Maxima Ms,Premium 1,15.1762,6252.59
10,A2520150505,AQ Maxima Ms,Premium 1,15.1762,5342.02
12,A2520150505,AQ Maxima Ms,Premium 1,15.1762,9697.59
1,A2520150506,AQ Maxima Ms,Premium 2,14.5677,14174.37
2,A2520150506,AQ Maxima Ms,Premium 2,14.5677,11304.54
4,A2520150506,AQ Maxima Ms,Premium 2,14.5677,16039.04
5,A2520150506,AQ Maxima Ms,Premium 2,14.5677,2389.1
6,A2520150506,AQ Maxima Ms,Premium 2,14.5677,3816.74
8,A2520150506,AQ Maxima Ms,Premium 2,14.5677,8696.92
9,A2520150506,AQ Maxima Ms,Premium 2,14.5677,11945.51
10,A2520150506,AQ Maxima Ms,Premium 2,14.5677,1544.18
12,A2520150506,AQ Maxima Ms,Premium 2,14.5677,8726.05
1,A2620150601,AQ Qwerty Ms,Standard 1,14.9013,8493.74
2,A2620150601,AQ Qwerty Ms,Standard 1,14.9013,2384.21
4,A2620150601,AQ Qwerty Ms,Standard 1,14.9013,7644.37
5,A2620150601,AQ Qwerty Ms,Standard 1,14.9013,5543.28
6,A2620150601,AQ Qwerty Ms,Standard 1,14.9013,5245.26
8,A2620150601,AQ Qwerty Ms,Standard 1,14.9013,3069.67
9,A2620150601,AQ Qwerty Ms,Standard 1,14.9013,8702.36
10,A2620150601,AQ Qwerty Ms,Standard 1,14.9013,4768.42
12,A2620150601,AQ Qwerty Ms,Standard 1,14.9013,6824.8
1,A2620150602,AQ Qwerty Ms,Standard 2,15.8102,10497.97
2,A2620150602,AQ Qwerty Ms,Standard 2,15.8102,18592.8
4,A2620150602,AQ Qwerty Ms,Standard 2,15.8102,25043.36
5,A2620150602,AQ Qwerty Ms,Standard 2,15.8102,10418.92
6,A2620150602,AQ Qwerty Ms,Standard 2,15.8102,2893.27
8,A2620150602,AQ Qwerty Ms,Standard 2,15.8102,5422.9
9,A2620150602,AQ Qwerty Ms,Standard 2,15.8102,1770.74
10,A2620150602,AQ Qwerty Ms,Standard 2,15.8102,7588.9
12,A2620150602,AQ Qwerty Ms,Standard 2,15.8102,2197.62
1,A2620150603,AQ Qwerty Ms,Plus 1,15.9792,14620.97
2,A2620150603,AQ Qwerty Ms,Plus 1,15.9792,2205.13
4,A2620150603,AQ Qwerty Ms,Plus 1,15.9792,20277.6
5,A2620150603,AQ Qwerty Ms,Plus 1,15.9792,9235.98
6,A2620150603,AQ Qwerty Ms,Plus 1,15.9792,3483.47
8,A2620150603,AQ Qwerty Ms,Plus 1,15.9792,6839.1
9,A2620150603,AQ Qwerty Ms,Plus 1,15.9792,7510.22
10,A2620150603,AQ Qwerty Ms,Plus 1,15.9792,15915.28
12,A2620150603,AQ Qwerty Ms,Plus 1,15.9792,12064.3
1,A2620150604,AQ Qwerty Ms,Plus 2,16.5491,7165.76
2,A2620150604,AQ Qwerty Ms,Plus 2,16.5491,14629.4
4,A2620150604,AQ Qwerty Ms,Plus 2,16.5491,12014.65
5,A2620150604,AQ Qwerty Ms,Plus 2,16.5491,13454.42
6,A2620150604,AQ Qwerty Ms,Plus 2,16.5491,11352.68
8,A2620150604,AQ Qwerty Ms,Plus 2,16.5491,9466.09
9,A2620150604,AQ Qwerty Ms,Plus 2,16.5491,12527.67
10,A2620150604,AQ Qwerty Ms,Plus 2,16.5491,16069.18
12,A2620150604,AQ Qwerty Ms,Plus 2,16.5491,12775.91
1,A2620150605,AQ Qwerty Ms,Premium 1,16.5882,3317.64
2,A2620150605,AQ Qwerty Ms,Premium 1,16.5882,18844.2
4,A2620150605,AQ Qwerty Ms,Premium 1,16.5882,5275.05
5,A2620150605,AQ Qwerty Ms,Premium 1,16.5882,11213.62
6,A2620150605,AQ Qwerty Ms,Premium 1,16.5882,5009.64
8,A2620150605,AQ Qwerty Ms,Premium 1,16.5882,4412.46
9,A2620150605,AQ Qwerty Ms,Premium 1,16.5882,8310.69
10,A2620150605,AQ Qwerty Ms,Premium 1,16.5882,4246.58
12,A2620150605,AQ Qwerty Ms,Premium 1,16.5882,10002.68
1,A2620150606,AQ Qwerty Ms,Premium 2,16.785,11548.08
2,A2620150606,AQ Qwerty Ms,Premium 2,16.785,17976.74
4,A2620150606,AQ Qwerty Ms,Premium 2,16.785,10927.04
5,A2620150606,AQ Qwerty Ms,Premium 2,16.785,6495.8
6,A2620150606,AQ Qwerty Ms,Premium 2,16.785,5824.4
8,A2620150606,AQ Qwerty Ms,Premium 2,16.785,5488.7
9,A2620150606,AQ Qwerty Ms,Premium 2,16.785,8593.92
10,A2620150606,AQ Qwerty Ms,Premium 2,16.785,10507.41
12,A2620150606,AQ Qwerty Ms,Premium 2,16.785,16650.72
1,A2720150701,AQ Trigger Ms,Standard 1,17.0917,14049.38
2,A2720150701,AQ Trigger Ms,Standard 1,17.0917,21125.34
4,A2720150701,AQ Trigger Ms,Standard 1,17.0917,9656.81
5,A2720150701,AQ Trigger Ms,Standard 1,17.0917,12340.21
6,A2720150701,AQ Trigger Ms,Standard 1,17.0917,9571.35
8,A2720150701,AQ Trigger Ms,Standard 1,17.0917,4084.92
9,A2720150701,AQ Trigger Ms,Standard 1,17.0917,15741.46
10,A2720150701,AQ Trigger Ms,Standard 1,17.0917,6682.85
12,A2720150701,AQ Trigger Ms,Standard 1,17.0917,13963.92
1,A2721150702,AQ Trigger Ms,Standard 2,17.2368,2947.49
2,A2721150702,AQ Trigger Ms,Standard 2,17.2368,4757.36
4,A2721150702,AQ Trigger Ms,Standard 2,17.2368,25872.44
5,A2721150702,AQ Trigger Ms,Standard 2,17.2368,3447.36
6,A2721150702,AQ Trigger Ms,Standard 2,17.2368,2361.44
8,A2721150702,AQ Trigger Ms,Standard 2,17.2368,6377.62
9,A2721150702,AQ Trigger Ms,Standard 2,17.2368,10893.66
10,A2721150702,AQ Trigger Ms,Standard 2,17.2368,13979.04
12,A2721150702,AQ Trigger Ms,Standard 2,17.2368,13703.26
1,A2721150703,AQ Trigger Ms,Plus 1,16.9353,5605.58
2,A2721150703,AQ Trigger Ms,Plus 1,16.9353,18459.48
4,A2721150703,AQ Trigger Ms,Plus 1,16.9353,16427.24
5,A2721150703,AQ Trigger Ms,Plus 1,16.9353,14259.52
6,A2721150703,AQ Trigger Ms,Plus 1,16.9353,13345.02
8,A2721150703,AQ Trigger Ms,Plus 1,16.9353,13243.4
9,A2721150703,AQ Trigger Ms,Plus 1,16.9353,2354.01
10,A2721150703,AQ Trigger Ms,Plus 1,16.9353,9365.22
12,A2721150703,AQ Trigger Ms,Plus 1,16.9353,2116.91
1,A2721150704,AQ Trigger Ms,Plus 2,19.586,9244.59
2,A2721150704,AQ Trigger Ms,Plus 2,19.586,10968.16
4,A2721150704,AQ Trigger Ms,Plus 2,19.586,19135.52
5,A2721150704,AQ Trigger Ms,Plus 2,19.586,15805.9
6,A2721150704,AQ Trigger Ms,Plus 2,19.586,13729.79
8,A2721150704,AQ Trigger Ms,Plus 2,19.586,3055.42
9,A2721150704,AQ Trigger Ms,Plus 2,19.586,16413.07
10,A2721150704,AQ Trigger Ms,Plus 2,19.586,18450.01
12,A2721150704,AQ Trigger Ms,Plus 2,19.586,4602.71
1,A2721150705,AQ Trigger Ms,Premium 1,19.4042,19811.69
2,A2721150705,AQ Trigger Ms,Premium 1,19.4042,12690.35
4,A2721150705,AQ Trigger Ms,Premium 1,19.4042,9003.55
5,A2721150705,AQ Trigger Ms,Premium 1,19.4042,20141.56
6,A2721150705,AQ Trigger Ms,Premium 1,19.4042,3221.1
8,A2721150705,AQ Trigger Ms,Premium 1,19.4042,11623.12
9,A2721150705,AQ Trigger Ms,Premium 1,19.4042,11623.12
10,A2721150705,AQ Trigger Ms,Premium 1,19.4042,14242.68
12,A2721150705,AQ Trigger Ms,Premium 1,19.4042,2833.01
1,A2721150706,AQ Trigger Ms,Premium 2,20.0537,8101.69
2,A2721150706,AQ Trigger Ms,Premium 2,20.0537,4832.94
4,A2721150706,AQ Trigger Ms,Premium 2,20.0537,11490.77
5,A2721150706,AQ Trigger Ms,Premium 2,20.0537,4632.4
6,A2721150706,AQ Trigger Ms,Premium 2,20.0537,2125.69
8,A2721150706,AQ Trigger Ms,Premium 2,20.0537,4592.3
9,A2721150706,AQ Trigger Ms,Premium 2,20.0537,14639.2
10,A2721150706,AQ Trigger Ms,Premium 2,20.0537,10006.8
12,A2721150706,AQ Trigger Ms,Premium 2,20.0537,18349.14
1,A2821150801,AQ Lumina Ms,Standard 1,21.7118,6817.51
2,A2821150801,AQ Lumina Ms,Standard 1,21.7118,9509.77
4,A2821150801,AQ Lumina Ms,Standard 1,21.7118,24794.88
5,A2821150801,AQ Lumina Ms,Standard 1,21.7118,2800.82
6,A2821150801,AQ Lumina Ms,Standard 1,21.7118,20365.67
8,A2821150801,AQ Lumina Ms,Standard 1,21.7118,6144.44
9,A2821150801,AQ Lumina Ms,Standard 1,21.7118,14090.96
10,A2821150801,AQ Lumina Ms,Standard 1,21.7118,12636.27
12,A2821150801,AQ Lumina Ms,Standard 1,21.7118,4646.33
1,A2918150101,AQ Master wired x1,Standard 1,6.8991,2573.36
2,A2918150101,AQ Master wired x1,Standard 1,6.8991,5222.62
4,A2918150101,AQ Master wired x1,Standard 1,6.8991,10817.79
5,A2918150101,AQ Master wired x1,Standard 1,6.8991,3435.75
6,A2918150101,AQ Master wired x1,Standard 1,6.8991,2249.11
8,A2918150101,AQ Master wired x1,Standard 1,6.8991,3870.4
9,A2918150101,AQ Master wired x1,Standard 1,6.8991,5960.82
10,A2918150101,AQ Master wired x1,Standard 1,6.8991,2269.8
12,A2918150101,AQ Master wired x1,Standard 1,6.8991,3870.4
1,A2918150102,AQ Master wired x1,Standard 2,7.5979,2248.98
2,A2918150102,AQ Master wired x1,Standard 2,7.5979,6450.62
4,A2918150102,AQ Master wired x1,Standard 2,7.5979,5683.23
5,A2918150102,AQ Master wired x1,Standard 2,7.5979,5842.79
6,A2918150102,AQ Master wired x1,Standard 2,7.5979,2765.64
8,A2918150102,AQ Master wired x1,Standard 2,7.5979,987.73
9,A2918150102,AQ Master wired x1,Standard 2,7.5979,5029.81
10,A2918150102,AQ Master wired x1,Standard 2,7.5979,3343.08
12,A2918150102,AQ Master wired x1,Standard 2,7.5979,1565.17
1,A2918150103,AQ Master wired x1,Plus 1,7.7693,2253.1
2,A2918150103,AQ Master wired x1,Plus 1,7.7693,1919.02
4,A2918150103,AQ Master wired x1,Plus 1,7.7693,5485.13
5,A2918150103,AQ Master wired x1,Plus 1,7.7693,1818.02
6,A2918150103,AQ Master wired x1,Plus 1,7.7693,5508.43
8,A2918150103,AQ Master wired x1,Plus 1,7.7693,5034.51
9,A2918150103,AQ Master wired x1,Plus 1,7.7693,5220.97
10,A2918150103,AQ Master wired x1,Plus 1,7.7693,6634.98
12,A2918150103,AQ Master wired x1,Plus 1,7.7693,6409.67
1,A2918150104,AQ Master wired x1,Plus 2,8.9514,2139.38
2,A2918150104,AQ Master wired x1,Plus 2,8.9514,5567.77
4,A2918150104,AQ Master wired x1,Plus 2,8.9514,9586.95
5,A2918150104,AQ Master wired x1,Plus 2,8.9514,4789
6,A2918150104,AQ Master wired x1,Plus 2,8.9514,6507.67
8,A2918150104,AQ Master wired x1,Plus 2,8.9514,6257.03
9,A2918150104,AQ Master wired x1,Plus 2,8.9514,3831.2
10,A2918150104,AQ Master wired x1,Plus 2,8.9514,1736.57
12,A2918150104,AQ Master wired x1,Plus 2,8.9514,5549.87
1,A2918150105,AQ Master wired x1,Premium 1,9.465,3445.26
2,A2918150105,AQ Master wired x1,Premium 1,9.465,6284.76
4,A2918150105,AQ Master wired x1,Premium 1,9.465,12446.48
5,A2918150105,AQ Master wired x1,Premium 1,9.465,6881.06
6,A2918150105,AQ Master wired x1,Premium 1,9.465,5063.78
